diff_home_wins,diff_home_losses,diff_away_wins,diff_away_losses,diff_avg_pts_home,diff_avg_pts_away,diff_avg_ast_home,diff_avg_ast_away,diff_avg_fg3_pct_home,diff_avg_fg3_pct_away,diff_avg_fg_pct_home,diff_avg_fg_pct_away,diff_avg_ft_pct_home,diff_avg_ft_pct_away,diff_avg_reb_home,diff_avg_reb_away
0,-1,2,-2,-4.7,0.4,-3.4,1.2,-0.1389,0.0345,-0.0129,0.015,-0.0095,-0.095,0.5,1.7
3,-5,1,1,-4,-2.1,-1.6,1.4,-0.0062,-0.0154,-0.0074,0.004,-0.0959,-0.0473,-0.8,0
10,-9,8,-8,-9.6,-1.2,-1.7,-1.5,-0.1777,0,0.0043,0.0277,-0.0174,0.0204,-4.9,-2.8
-4,3,-4,4,-9.4,-7.8,1.1,1.6,0.0118,0.0205,-0.0157,-0.0192,0.0617,0.0375,-1.1,1.4
-18,16,-11,10,-5.5,4.4,-2.6,0.1,-0.0538,-0.0139,-0.0441,0.0243,0.0057,0.0231,-3.5,6.9
4,-4,-4,3,6.1,12.6,0,0,0.0235,0.0331,0.0036,0.0462,-0.0191,0.0067,-1.6,2.1
0,1,-3,3,-3.3,1.1,-2.4,0,-0.0427,-0.0282,0.0078,0.0021,-0.0699,-0.0302,2,-0.4
3,0,-2,-1,14.7,17.1,3.4,5.3,0.0483,0.0006,0.0563,0.0355,0.049,0.0326,-4.4,2.6
-6,5,0,2,3.1,6,2.5,3.8,0.0387,-0.0672,0.0119,0.0404,-0.0359,0.0364,-5.9,3.2
7,-8,10,-10,-6.7,3.7,0.2,-0.4,0.0558,-0.0104,-0.0121,0.0154,0.0277,0.0861,-8.2,1.5
-7,4,-3,9,0,-1.2,1.1,1.6,0.0481,-0.0396,-0.0078,-0.0102,-0.036,-0.0057,1.5,2.2
-3,3,-3,5,1.7,-7.1,1.1,-3.8,0.0543,0.02,0.0038,-0.0205,0.0035,-0.0174,0.4,-7.6
0,-1,-3,5,2.5,-2.7,-0.6,-0.5,-0.0744,0.0823,0.0477,-0.0005,-0.0426,-0.0365,-1.4,-5.4
-6,1,-1,6,8.7,12.2,-0.9,0.3,-0.0506,0.0349,-0.0253,0.0184,-0.0107,0.0725,3.7,4.3
-6,7,-8,5,12.6,10.1,1.7,2.7,0.1271,0.0203,-0.0167,-0.001,0.0231,0.0254,7.2,2.6
-3,2,1,-3,17.4,14.2,2.2,0,-0.0009,-0.0323,0.0277,-0.0001,-0.0137,-0.0279,3.9,2.1
3,-2,-1,0,14.1,11,6.6,0.7,0.0738,0.0102,0.0615,0.0021,0.0142,0.033,-0.7,0.3
2,0,1,-3,6.9,9.1,2.5,2.5,0.0431,0.0354,0.0187,-0.0118,0.0385,0.0894,1.7,3.1
4,-2,3,-6,-2.6,-10.4,3.4,1.7,0.0992,0.034,0.0385,-0.0304,-0.0476,-0.0074,-3.3,-4.9
-7,9,-7,5,17.6,11.5,4.7,1.4,0.0128,-0.0508,0.0791,0.0398,0.0027,0.0565,-6.1,-1.6
6,-5,12,-11,-11,-5.1,-4.1,-0.3,0.0191,-0.0179,-0.0335,0.011,-0.0035,0.0866,-4.7,1
-9,5,-6,10,-4.3,0.9,-1.4,0,-0.0503,-0.0209,-0.0289,0.0344,-0.0294,0.0072,-2.9,1.1
-15,14,-9,8,0.6,7.5,-1.7,-1.1,-0.0678,0.0157,-0.0339,0.015,0.0685,0.0366,1.3,5.6
5,-3,6,-9,-2.8,-8.3,2,2.1,0.1181,-0.0601,0.0344,0.0032,-0.1031,-0.0168,-5.5,-1.1
3,-4,1,-4,4.4,4.8,1,0.6,0.1379,0.0575,0.0102,0.013,0.0002,0.0319,-4.8,-0.5
-9,6,-5,9,-12.5,-16.9,-2.6,-1.8,0.0343,-0.0622,-0.0272,-0.0347,-0.006,0.0383,-1.6,-5.3
12,-10,13,-15,-3.1,4.8,-1.6,-1.8,-0.1133,0.0699,-0.0219,0.0183,0.0574,0.0146,-0.3,-1.7
-4,1,-3,6,-7.9,-5.8,0.5,-0.5,-0.0628,-0.0461,-0.0062,0.005,0.0478,0.0589,-7.1,-0.1
5,-2,13,-16,-4.9,-10.5,-1.1,-3,0.0228,-0.0226,0.0075,-0.0221,0.0436,-0.0014,-4,-1.7
4,-3,4,-3,14.1,0.1,5.5,2.7,0.0275,0.0666,0.0823,-0.0017,0.0081,0.0076,-1.4,-7.6
4,3,-5,-1,17.2,8.3,6.1,-1.5,0.0518,-0.0674,0.0547,-0.014,-0.0154,0.0355,-0.3,0.6
0,1,-2,1,6.1,9.3,-0.8,2.1,-0.0162,-0.082,0.03,0.0199,-0.0311,0.0137,-0.3,1
-4,3,2,0,6.4,2.3,1.5,1.2,0.0668,-0.0524,0.0069,-0.0003,0.0207,0.0262,1.6,3.2
12,-9,10,-12,-3.3,6.4,-4.4,-2.4,-0.1518,0.0645,-0.0098,0.0206,-0.0057,-0.041,2.2,-3
-6,3,-2,5,-14.7,-7.6,-3.2,3.1,0.0136,-0.0696,-0.0382,0.0058,-0.0176,0.0664,-1.4,1
0,-1,7,-7,10.5,9,-0.3,-0.2,0.0211,0.0016,-0.0286,0.0117,0.0567,0.0964,3.9,4.3
-7,5,-3,2,13.3,7.7,4.8,2.4,0.0476,0.0021,0.0305,-0.0052,0.0748,0.0229,1.3,0.3
-3,2,-6,6,0.5,9.6,-2.5,1.5,-0.0348,-0.0528,-0.0266,0.0364,0.0448,0.0065,-0.3,5
11,-7,4,-5,-15.4,-13.3,-4.1,-2.4,-0.0729,-0.0889,-0.0654,-0.0391,0.0205,-0.0904,4.8,-0.3
0,-3,10,-5,-12.3,-10,-2.4,-4.6,-0.0921,-0.0705,-0.0149,-0.0164,-0.0255,-0.0028,-6.1,1.6
0,-1,-3,3,6.8,9.7,0,1.1,0.1519,-0.0083,-0.0219,0.0042,0.0198,0.0569,1.3,1.5
2,1,-2,-3,5.6,-7.6,1.1,-1.1,0.0176,0.0312,0.045,-0.0193,0.017,-0.0985,2,-5.4
-1,-1,5,-6,-8.8,3.3,-3.6,1,-0.0558,0.0355,-0.0536,0.0502,-0.0027,-0.0546,0.6,3.2
11,-8,6,-11,-7.8,-10,-0.8,0.5,0.0843,0.024,-0.0022,-0.0316,-0.043,-0.0116,2.8,-3.1
-13,12,-7,5,12,8.2,2.5,-0.7,-0.0122,-0.0347,0.0188,0.0101,0.0521,-0.0587,1.2,2.7
2,2,-5,1,15.6,3.1,4.3,-1,0.0244,-0.0444,0.0433,-0.0014,-0.0238,0.0014,1.4,-2.9
-1,0,3,-6,3.5,6.1,-0.8,-0.6,-0.0117,0.098,-0.0226,0.0062,0.0093,-0.0039,1.9,5.7
1,0,-3,1,3.8,3.8,1.5,6.2,0.1377,-0.0015,0.0231,0.0185,-0.0348,0.0684,0.1,1.6
-2,4,-2,3,10.7,2.9,3.2,-1.7,-0.0832,0.0167,0.0577,-0.0258,0.0033,0.0124,1.9,0
2,-2,3,-2,-10.7,0.4,0.3,1.2,0.0332,-0.0119,0.0014,0.0238,-0.0054,0.0429,-9.2,0.4
-15,9,-4,10,-4.8,-10.6,0,0.9,0.118,-0.055,-0.0276,-0.0325,-0.007,-0.0299,2.3,2.1
4,-5,10,-10,7.2,5.3,1.4,-1.4,0.0616,0.0148,-0.0267,0.0034,0.0312,0.0521,3.4,2.6
4,-2,-3,0,-14.1,-18.1,-2,-1.9,0.0085,-0.0615,-0.0643,-0.0378,0.0578,0.0276,0.9,-1.5
3,-4,13,-11,1.8,3.2,-1.3,-2.8,-0.0645,-0.0698,0.0104,-0.0028,-0.0517,0.0235,-1.2,2
7,-6,10,-10,2.1,-8.3,3.6,2.2,-0.0387,0.0176,0.0592,-0.0015,0.0052,-0.0358,-7.9,-6.1
-11,7,-4,7,8,12.9,1.2,5.4,0.0401,0.0387,-0.0217,0.0081,0.0944,0.0884,3.9,5.4
1,-2,-1,3,17.6,13.2,3,5.3,-0.011,-0.0009,0.0408,0.0448,0.0713,0.0193,-2.3,-1.3
12,-12,11,-8,1.3,-10.5,3.7,-0.2,0.1046,-0.0702,0.0397,-0.0294,-0.0356,0.0222,-1.3,-3.6
-5,4,-3,4,0.6,4.1,-2.8,1.8,-0.0455,0.0004,-0.0182,-0.0007,0.0013,0.0176,1.3,4.8
3,-2,4,-8,-7.6,-13.9,-0.3,-0.6,0.0862,0.0007,0.0204,-0.0333,-0.0077,-0.0356,-1.5,-5.5
-6,3,-3,8,-5,6.2,-3.9,1.7,-0.0259,0.0106,-0.0641,0.0275,0.0357,0.0496,1.6,5
-7,4,-6,5,-2.7,-4.2,0.7,0.3,0.0725,0.0013,-0.0398,-0.0059,0.0314,0.0886,-2.7,3.5
-3,4,-6,5,0.9,-2.5,2.5,1.6,0.1747,0.0087,0.0042,-0.0127,0.0028,0.0913,-0.8,-2.8
-6,6,0,1,3.3,-1.2,1.8,-5,-0.0662,0.0599,0.0064,-0.0194,0.0066,-0.0246,2.7,-2.5
-8,4,-1,6,-18.7,-10.8,-3,0.2,-0.0921,0.0221,-0.0461,-0.0133,-0.0293,-0.0691,1.6,-1.7
-5,3,-8,7,-2,-9,-0.9,0.4,0.0308,-0.0315,-0.0047,-0.0026,-0.0346,-0.1222,4.6,-2
-8,7,-10,11,0.4,4.6,0.7,1.6,0.0957,0.0549,-0.0301,0.0017,0.0374,0.0113,0.4,1.4
-2,-3,6,1,-5.1,6.3,-4.5,2.1,-0.1342,0.066,-0.0246,0.0335,0.0703,-0.0019,-1.9,4.1
-1,-2,3,0,12.9,13.9,2.2,5.6,0.0125,0.0885,0.0232,0.0205,0.0399,0.0557,1.8,1.3
-9,5,-2,6,11,5.7,4.6,4.4,0.0392,0.0041,0.0569,0.0256,0.0048,0.0059,-8.9,-4.3
-6,3,-5,6,20.9,14.4,5.6,3.1,0.0155,-0.0673,0.0541,0.0284,0.1067,-0.03,-1.3,-0.1
-7,4,-5,8,-10.1,-3.1,-2.1,3.2,0.0002,0.0261,-0.0432,0.007,0.0402,-0.0007,2.5,-1.9
16,-11,9,-15,-4.3,-2.3,0.1,-3.9,-0.1176,0.0395,0.0482,0.0195,-0.0597,0.0249,-4.5,-8.3
1,-5,10,-6,-14.4,-12.2,-4,0.2,-0.0178,0.0429,-0.004,-0.0144,0.0818,-0.0556,-2.2,-1
-6,5,-1,2,13.2,11.4,0.6,0.5,-0.0171,0.0383,0.0305,0.0375,0.0228,0.0244,-1,0
2,-2,3,-2,-3.4,-6.4,0.2,-4.3,0.0287,-0.1268,0.0074,-0.0165,-0.0783,-0.0103,1.8,4.7
4,-3,0,0,-7.6,-3.6,-2.2,-2.8,-0.0898,0.0058,-0.0107,0.0014,-0.0007,0.0795,-2,-5.6
5,-4,8,-9,8.2,10.7,-0.5,-0.9,0.0249,0.0363,0.0141,-0.0029,-0.0003,-0.0138,3.2,2.1
2,-2,-4,5,-5,-9.7,-1,-0.4,0.0082,-0.0783,0.0172,-0.0041,-0.05,-0.0123,0.2,-2.3
-5,5,-3,3,6.4,2,4.3,1.9,0.1223,0.0683,0.0315,0.0012,-0.0145,0.0019,2.8,-0.4
-3,0,12,-8,2.3,8.1,-2.2,-3,-0.12,0.0342,-0.0284,0.0049,-0.002,0.0258,0.3,5.3
11,-6,3,-5,-1.5,-6.3,-0.4,-1.8,-0.0133,-0.0284,-0.0085,-0.0401,0.0262,-0.0004,1.9,-0.7
-4,2,-6,6,-1.1,-3.4,0.1,-0.9,0.1588,-0.0334,-0.0059,-0.0303,-0.041,-0.0093,1,-1.2
2,-1,-1,2,-15.7,-6.8,-1.8,0.6,-0.0054,0.1084,-0.0527,-0.0043,-0.0717,0.0296,-1.2,1.2
10,-11,6,-1,-9.6,-5.4,-1.5,0.5,0.0036,0.0307,-0.0319,0.0048,0.0185,0.019,-0.3,-3.2
-11,5,-7,12,13.9,11.8,3,3.3,-0.0371,-0.0737,0.0293,0.0394,0.0551,-0.007,-6.6,1.5
9,-5,-1,-1,13.6,4,2.3,0.1,0.0149,-0.0383,0.06,0.008,-0.0282,-0.0366,0.8,-2.1
-2,3,-9,5,-1.2,-9.9,0.3,-0.8,0.0347,-0.0858,0.0076,-0.0324,-0.044,-0.106,3.9,0.6
-6,2,-9,14,3.6,1.4,0.2,0.8,0.0473,-0.0378,-0.0014,0.0036,-0.0202,0.0553,-2.5,-1.7
-9,6,-12,14,-0.5,2.9,-2.6,5,0.0362,0.0241,-0.0524,0.0047,0.0896,-0.0183,7.8,3.2
0,0,-5,7,-6.9,-14.1,0.4,-3,-0.0758,-0.0326,0.0163,-0.004,-0.0026,-0.0881,-2.8,-5.5
7,-7,10,-10,-1.1,4.8,-1.8,-2.9,-0.0176,0.0236,-0.0534,0.0065,0.0416,0.0332,0.7,1.9
-3,0,-7,9,-6.4,-3.5,-3.4,0.6,-0.0146,-0.0652,-0.0004,-0.0067,-0.062,-0.0009,4.8,4.5
14,-10,7,-10,-15.5,-8,-6.4,-5.1,-0.1266,0.0208,-0.0497,-0.0096,-0.0077,-0.0088,1.6,-3.6
-7,3,-2,7,-11,-2,-2.9,0.6,-0.0564,-0.0131,-0.0338,0.0021,-0.0481,0.025,-4,2.2
5,-3,0,-2,2.5,-3.5,2.7,-1.2,0.0327,-0.1301,0.0505,0.0046,-0.0355,0.0046,-2.1,-5
-5,4,-3,5,-1.4,4.6,-2,2.1,-0.08,-0.0149,-0.0302,0.0474,0.0706,0.0759,-2.5,1.4
-4,2,0,-1,-5.6,-3.8,-0.8,-0.3,0.0899,0.0146,-0.0278,-0.0039,-0.0227,-0.0121,2.8,0
5,-5,3,2,-1.7,2.3,-0.8,1.8,-0.0192,-0.0406,0.017,0.0423,-0.0161,-0.0137,-2.5,-3.9
0,6,-3,-3,-3.4,-2.9,0.7,-2.4,0.0071,-0.0246,-0.008,-0.0199,-0.0873,0.0378,2.9,-1.6
-3,1,-1,3,0.2,0.5,-1.3,-0.1,0.0667,-0.037,-0.0131,-0.0027,0.0071,0.1017,-0.5,-1.2
8,-7,6,-7,4.2,2.3,-1.5,-3.3,0.0342,0.0048,0.0075,-0.0368,0.0235,-0.0264,0.7,2.1
1,-1,-8,8,-3.2,-8.3,-0.3,-1.3,0.0324,0.0029,0.0088,0.0011,0.0627,0.017,1.8,-5.7
-3,1,4,-2,7.5,7,1.8,0.3,0.0699,-0.018,0.0154,0.0191,0.0349,0.0384,-2.7,-0.3
5,-4,0,-2,-5.2,-5.5,0.5,-3.1,-0.0279,-0.0276,0.0289,-0.0036,-0.0798,0.0074,0.7,-2.1
-4,4,-3,5,13.7,5.4,4.8,3.8,0.115,-0.0682,0.0348,0.0039,0.0104,0.0145,-2.2,1.9
0,-2,-1,2,-6.1,-7.1,-0.1,-1.5,-0.0124,-0.0331,0.011,-0.0236,-0.0671,-0.0206,-2.4,-3.7
13,-7,1,-6,-5.8,-10.2,2.3,-1.7,0.0264,-0.0297,0.0123,-0.0222,-0.0055,0.0068,1.5,-2.8
2,-1,-9,5,9.9,7.4,-1.1,0.4,-0.0251,0.0814,0.0123,0,0.0443,-0.0233,4.8,-1.2
6,-9,3,1,2,-0.3,1.8,0.4,0.012,0.0335,0.0033,0.0011,0.0268,-0.018,-1.6,-0.8
-1,3,0,-3,-7.9,-7.9,-1.9,-4,-0.0193,-0.036,-0.0525,-0.0259,0.0145,-0.0548,1.8,1
3,-4,-2,4,-4,-1.5,-3.9,-1.3,-0.0122,-0.0206,-0.0408,-0.0024,-0.0298,0.0179,0.5,-0.3
1,-8,6,3,-9.3,-4.1,-3.8,1.3,-0.0478,0.0084,-0.023,0.0203,0.0679,-0.0255,-0.6,-0.5
-6,3,-4,8,-0.1,-8.4,1.4,0.3,0.0407,-0.0312,0.014,-0.0162,-0.0231,-0.0244,0.2,-3
-8,3,-9,14,-3.6,-8.4,-1.2,-2.1,-0.0197,-0.1016,-0.0067,-0.0147,-0.0134,0.0166,2,-0.5
3,-2,6,-6,3,3.4,-0.4,-3,-0.0726,0.0893,0.0045,-0.016,0.0023,-0.07,1.2,-3.8
8,-6,8,-11,-1.8,1.5,0.1,-1.9,0.0075,0.034,0.0178,0.0011,-0.0675,0.0544,-0.7,-2.8
-4,1,6,-4,-11.5,-3.7,-3,-2.5,-0.1095,0.0076,-0.0285,-0.0074,-0.0716,-0.0452,-1.9,1.9
4,-2,3,-4,-8,-3,-0.9,-0.6,-0.0311,0.0336,-0.0285,-0.0064,-0.0322,0.0273,2.1,2.4
1,0,-4,5,-3,-3.9,2.9,2.2,-0.0061,-0.0404,0.0056,0.0125,0.046,0.0242,-2.3,-0.8
14,-10,8,-12,-2.9,-4.8,-2.5,-5,0.0485,0.0028,-0.0335,-0.0337,0.0732,0.0131,1.9,3.4
-3,3,-2,-1,-5.2,0.8,-1,-0.2,-0.0903,0.0803,-0.001,0.0124,0.0706,-0.0468,0.3,-3.2
3,-2,-7,5,8.1,-0.6,1.6,0.2,0.0634,0.055,0.0078,-0.0252,0.0144,-0.0542,4.5,-1
-8,10,-5,0,9.6,4.7,1.5,0,0.0333,-0.0231,0.0333,-0.008,-0.0362,-0.0357,2.6,1.3
1,-3,0,4,10.7,6,4.8,2.2,0.0266,-0.0498,0.0544,0.0336,-0.0249,-0.0201,-2.6,-2.8
4,1,1,-8,3.1,-0.8,4,-0.7,-0.0206,-0.0134,0.0202,-0.0002,-0.0983,0.063,-0.4,-2
1,-2,2,-1,6.9,1.2,0.2,-2.2,-0.0414,0.0238,-0.0029,-0.0078,0.0186,-0.0447,6.8,-2.7
7,-7,6,-4,0.7,-1,-1.6,0.4,-0.0711,0.0355,0.012,0.0064,0.008,0.0075,-0.2,-5.4
-1,-1,6,-3,-1.6,0.1,-4.8,-3.3,-0.0522,0.0278,-0.0299,0.0053,0.011,-0.0313,3.4,1.2
-4,1,-12,13,-0.1,-6.4,-0.3,-2.4,0.018,-0.0065,-0.003,-0.0378,0.0495,-0.0094,10.1,0.3
-6,3,-2,5,2.4,3.9,1.3,0.9,0.0106,-0.0341,0.0236,0.0143,0.0119,-0.0579,-3.8,0.6
0,-3,1,3,5.5,6.2,1.7,4.2,0.0246,-0.0166,0.0359,0.0218,0.0284,0.0213,-1.6,1.7
2,0,2,0,14.9,12.5,2.7,4.3,0.0029,-0.0327,0.0215,0.0343,0.0882,0.0649,-2.1,2.9
7,-7,5,-4,-11.6,-6.2,-4.9,-3.3,-0.0401,-0.0073,-0.0512,-0.0227,0.0218,0.0339,-1.7,2
-4,1,-8,12,8.1,3.3,1.6,2,0.0581,0.0421,0.0233,0.0238,-0.0183,0.0009,-2.8,-1.5
1,3,-3,1,7.9,5.4,4.7,1.3,0.0011,-0.0665,0.0492,0.0083,-0.0808,0.0547,-3.1,-3.2
7,-9,10,-5,-10.7,-2,-0.1,-0.7,-0.0593,0.059,-0.0186,0.0004,-0.0197,0.0959,-5.2,0.5
3,-3,3,-4,9.4,6.9,4.6,0.3,0.0599,0.0305,0.0157,0.0056,0.0223,-0.0283,3.9,2.4
3,-2,1,-3,-3.8,-8.5,1.8,-1.5,0.0376,-0.0353,0.029,0.0236,-0.0543,0.0608,-5.9,-4.8
5,-7,6,-4,-5.2,-6.7,-0.6,-0.9,-0.0415,-0.0104,-0.0114,0.0281,-0.0093,0.0131,-0.7,-2.9
1,-1,2,0,-5.5,-9.6,0.3,1.6,0.0527,-0.0324,-0.0088,-0.0375,-0.0485,-0.0417,0.5,2.3
-6,8,-11,6,3.9,7,2.5,-0.3,-0.0398,0.037,-0.0147,-0.0057,-0.0445,0.052,4.3,-1.4
3,-2,8,-8,-14.3,-3.7,-2.5,-2,-0.0611,0.0044,-0.0438,0.0039,-0.0069,0.0049,-1.7,5.1
3,-4,6,-5,-10.1,-8.4,-0.5,-2.1,0.0202,0.0321,0.003,-0.0177,-0.1087,0.0221,-3,-3
-4,4,-5,2,2.9,-0.8,0.3,-1.4,0.0777,0.0001,0.0021,-0.0081,0.001,-0.029,1.5,-1.2
2,-4,-5,5,1.2,-6.3,-1.4,-2.9,0.0953,0.009,-0.0328,-0.051,0.1056,0.0683,5,2.3
3,-6,1,4,-7.3,-7.5,1.7,-0.3,-0.065,0.0392,0.0081,-0.0136,0.0166,-0.0287,-4.3,-0.8
2,-1,-6,3,-7.9,-14.2,-2.9,-0.8,-0.0068,-0.0609,0.008,-0.0435,-0.0097,-0.0253,-2.4,-0.2
-3,-2,-5,11,4.8,2.4,-0.7,0.1,-0.0032,-0.0408,0.0115,0.0048,-0.0304,-0.0267,-1.9,-0.8
-7,6,-8,10,0.2,1,1.2,0.3,0.0479,-0.0273,-0.0105,0.0008,0.0388,0.0616,-0.9,2.5
12,-8,2,-7,4.1,0.5,-2.8,-3,-0.0362,0.0047,-0.0068,-0.0077,0.0768,0.0021,5,-1.3
5,-5,5,-4,-3.4,1.7,-0.9,-0.4,-0.0026,0.0437,-0.026,0.0164,0.0626,0.0005,1,0.4
-7,6,-2,1,-0.1,6.3,-0.3,1.7,0.0612,0.0786,-0.051,0.0128,0.0304,-0.0065,3.7,4.4
2,-2,-1,3,11.2,6,3.3,4.3,0.0898,-0.0851,0.0415,0.0238,0.0634,0.0197,-2.7,1.2
-1,2,2,-3,1.3,5.6,0.7,2.2,-0.0622,-0.0095,0.0249,0.0289,-0.0732,-0.0192,-0.5,-0.8
6,-6,8,-6,0.8,1.5,2.2,1.4,-0.0004,0.0635,0.033,0.0342,-0.0434,0.0191,-2.4,-5
4,-8,10,-4,0.8,2.7,-1.4,-1.1,-0.0823,0.0422,0.0009,-0.0147,0.0174,-0.0374,-0.9,4.2
6,-6,1,1,3.6,-3.6,0.3,-4.3,0.0248,-0.0072,-0.0081,-0.0352,-0.0206,0.0221,3.2,4.7
-5,3,-1,3,14.6,11,2.4,2.1,0.0477,-0.0123,0.0013,0.0224,0.1048,0.0049,3.3,1.2
9,-5,9,-12,-0.7,7.2,-3.6,0.8,-0.0114,0.0039,-0.0199,0.0455,0.0601,0.0433,-5.9,0.2
-2,4,-2,-2,7.3,6.4,2.5,0.6,-0.0002,-0.0261,0.0306,-0.019,-0.075,-0.0153,1.7,1.2
-1,-6,3,5,4.9,0.8,2.7,0.3,0.0912,-0.0304,0.014,0.0142,0.0902,-0.0323,-1.5,3
8,-5,11,-12,1,-2.8,0.6,1.2,-0.0137,-0.0014,0.0114,-0.0242,0.0082,-0.0354,0.9,2.5
-3,3,2,1,2.2,9.8,0.7,2.2,0.0238,0.0159,-0.0002,0.0175,-0.0418,0.0034,-1.6,1.9
-1,1,2,-1,4.3,1.6,0.5,-1.8,-0.0214,-0.0892,0.0084,0.0254,0.0694,0.0784,-1.1,0
1,0,-10,6,8.4,-4.1,-0.8,0.7,0.0534,0.008,0.0332,-0.027,0.0503,-0.0633,1,-2
-7,6,-4,3,-0.5,3.8,0.2,1.6,0.0531,0.0182,-0.0187,0.0247,0.0226,0.0102,-0.5,-0.5
-5,1,-6,9,2.4,-3.5,-1.2,-3,0.0173,0.013,-0.026,-0.0424,-0.0052,0.0093,4.3,3.7
-5,5,-7,5,6.1,7.6,2.4,4,-0.0301,-0.0204,0.0465,0.0471,0.0245,-0.1007,-2.9,-1
10,-12,10,-6,-11.5,-10.3,0.7,-1,-0.0508,0.0845,0.02,0.0028,-0.0676,0.0337,-8,-4.2
-2,2,-3,2,2.6,-1.4,3.1,0.7,0.074,0.0394,0.022,-0.0103,0.0288,0.0323,-1.2,-1.4
-12,6,-6,9,-10,-2.9,-3.7,-0.7,-0.0688,0.0387,-0.0247,0.0077,-0.0392,-0.0204,0.7,-5.5
-1,0,-2,4,-9.1,-5.7,-1.5,-1.3,-0.0736,-0.057,-0.005,0.004,-0.0226,0.0799,-2.2,-1.1
-4,1,-4,7,1.7,4.9,0.3,4.4,-0.0185,0.0266,-0.0216,0.0043,0.0452,-0.0105,2.8,1
2,-1,3,-5,6.8,8.7,3.6,1.1,-0.0054,-0.0083,0.0151,-0.0043,0.016,-0.0324,1.6,2.2
3,0,0,-2,-8,-0.9,-0.2,4.1,0.0371,0.0042,-0.0111,0.0326,0.0027,0.0843,-10.9,-2.8
-6,1,-7,10,9.7,9.3,3.5,0.3,0.0468,0.0278,-0.0002,0.0162,0.0429,-0.0167,3.1,1.1
-6,9,-12,6,2.7,-1.9,1,4.9,0.0075,0.0376,0.0227,-0.0129,-0.0769,-0.076,-0.8,-0.9
1,-3,0,5,6,1.9,2.8,2.1,0.0555,-0.0889,0.0659,0.0331,0.0173,0.0002,-4.2,-3
3,-7,-2,7,-4.8,-13.2,1.3,-2.4,-0.0411,-0.0189,0.015,-0.0366,0.0385,0.0226,-4.5,0.6
-13,8,-9,15,0.8,6.7,-0.8,4.2,0.0079,0.0053,-0.0113,0.0141,0.0118,-0.0048,0,-3.2
6,-5,-1,1,3.8,-4.5,-2.3,-1.9,0.0149,0.0473,0.0081,-0.0268,0.0361,0.0063,4.2,-2.8
2,-3,-3,6,-8.1,-9.6,1.5,0.7,0.0344,-0.0112,-0.0039,0.0065,0.0891,0.0602,-6.3,-4.3
9,-7,10,-11,-6.1,-5.1,-3.9,-1.5,-0.0707,0.0077,-0.0129,0.0049,0.0005,-0.0098,0.7,1.8
-2,3,-2,-2,-2,-7.4,0.3,-2.9,0.0338,-0.0031,-0.0041,-0.0261,0.0299,0.056,0.9,-1.5
6,-5,6,-8,-12.9,-13.5,-2.2,-4.1,0.0335,0.0579,0.0126,-0.0005,-0.1118,-0.0094,-4.2,-7.1
7,-5,5,-7,-5,-9.4,-3.1,-5.7,-0.0765,-0.0937,-0.0108,-0.0518,-0.0096,0.0326,2.6,1.3
1,-5,3,4,0,3.4,4.4,3.6,-0.0663,0.0063,0.048,0.0401,-0.0377,-0.0138,-6.8,-2.1
-1,7,-3,-4,-7.8,-3.6,-3.8,-0.7,-0.0837,0.0252,-0.0194,-0.0056,-0.077,0.027,-1.5,-2.9
12,-8,9,-14,-0.5,-7,1,-4.3,-0.0173,-0.0053,0.0143,-0.007,-0.0136,-0.0031,0.8,1.8
3,-3,3,-5,0.6,1.9,-1.2,-2.5,-0.0273,-0.0636,-0.0044,0.0213,0.018,-0.0331,0,2.2
1,-2,-2,1,13.7,7,0.3,-0.2,0.0627,0.0231,0.0002,0.0016,0.052,-0.0324,4.2,-0.4
-3,-1,-6,9,0.9,-8.4,3,1.6,0.1033,-0.0325,0.0334,-0.0135,0.0549,-0.0629,-4.5,-0.3
3,-2,2,-1,-12.6,-7.5,-0.7,2.9,-0.0451,0.0221,-0.01,0.008,-0.0117,0.0361,-5.8,-2.6
3,-4,7,-1,-0.8,-0.6,1.3,1.4,0.0048,-0.017,0.018,0.0223,-0.0583,0.077,-2.8,-6.5
-1,1,4,-5,1.5,5,0.4,0.7,-0.0027,0.0251,0.0092,0.0167,-0.0452,-0.0159,0.1,-1.4
-1,1,-2,4,6.2,1,1,2.1,0.0735,-0.0941,0.0141,0.0283,0.0029,0.0537,-3,-1
-2,2,-2,1,-0.5,1.7,1.4,2.2,0.0315,0.119,-0.0041,0.0219,-0.0135,-0.0406,-4.4,-2.9
-1,1,-4,4,4.9,-2.1,0,-2.4,0.0168,-0.1061,0.0164,-0.0384,0.0476,-0.0264,0.2,5.1
2,0,5,-6,3.5,0.3,0.7,-2.5,-0.0095,-0.0564,0.0036,0.0087,0.034,0.0784,-0.4,-0.3
-1,2,3,-5,-7.5,-0.3,-0.3,1.3,-0.0319,-0.0424,-0.018,0.0229,0.0225,0.0225,-1,2.6
-3,-1,-5,8,8.7,3.8,3,-0.3,-0.0576,-0.012,0.0032,-0.0165,0.0365,-0.013,9.7,1.1
-10,6,-5,6,-12.3,-4.4,-5.9,0.4,-0.052,0.0182,-0.064,-0.0197,0.0004,-0.0505,3.1,1.1
-6,3,-3,7,-0.3,4.4,0.8,2.4,-0.0097,-0.0168,-0.0077,0.0195,0.0598,0.0376,2.7,0.1
