game_date_est,season,game_id,game_status_text,home_team_id,home_team,visitor_team_id,visitor_team,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,REB_away,FG3_PCT_away,AST_away,home_team_wins
11/07/13,2013,21300071,Final,1610612743,DEN,1610612737,ATL,109,0.488,0.647,0.56,28,45,107,0.457,0.684,46,0.308,31,1
11/07/13,2013,21300072,Final,1610612745,HOU,1610612747,LAL,98,0.377,0.635,0.259,17,44,99,0.391,0.733,47,0.457,26,0
11/06/13,2013,21300060,Final,1610612766,CHA,1610612761,TOR,92,0.493,0.567,0.2,24,37,90,0.443,0.867,38,0.438,18,1
11/06/13,2013,21300061,Final,1610612754,IND,1610612741,CHI,97,0.419,0.857,0.389,21,52,80,0.356,0.852,40,0.333,15,1
11/06/13,2013,21300062,Final,1610612753,ORL,1610612746,LAC,98,0.488,0.765,0.313,21,51,90,0.379,0.714,51,0.158,20,1
11/06/13,2013,21300063,Final,1610612755,PHI,1610612764,WAS,102,0.47,0.692,0.333,26,50,116,0.439,0.75,40,0.545,32,0
11/06/13,2013,21300064,Final,1610612738,BOS,1610612762,UTA,97,0.449,0.714,0.35,22,42,87,0.463,0.667,42,0.1,14,1
11/06/13,2013,21300065,Final,1610612763,MEM,1610612740,NOP,84,0.479,0.857,0.267,17,29,99,0.487,0.905,39,0.308,16,0
11/06/13,2013,21300066,Final,1610612749,MIL,1610612739,CLE,109,0.5,0.923,0.565,25,41,104,0.447,0.727,39,0.429,20,1
11/06/13,2013,21300067,Final,1610612750,MIN,1610612744,GSW,93,0.378,0.778,0.25,22,40,106,0.5,0.7,49,0.4,23,0
11/06/13,2013,21300068,Final,1610612759,SAS,1610612756,PHX,99,0.482,0.733,0.375,25,39,96,0.494,0.556,43,0.368,14,1
11/06/13,2013,21300069,Final,1610612760,OKC,1610612742,DAL,107,0.544,0.696,0.385,28,44,93,0.424,0.857,36,0.391,17,1
11/05/13,2013,21300051,Final,1610612761,TOR,1610612748,MIA,95,0.431,0.818,0.286,15,40,104,0.494,0.857,38,0.435,31,0
11/05/13,2013,21300052,Final,1610612751,BKN,1610612762,UTA,104,0.513,0.625,0.364,23,39,88,0.378,0.733,47,0.222,17,1
11/05/13,2013,21300053,Final,1610612765,DET,1610612754,IND,91,0.379,0.8,0.2,13,42,99,0.521,0.609,45,0.429,26,0
11/05/13,2013,21300054,Final,1610612752,NYK,1610612766,CHA,97,0.427,0.826,0.286,12,33,102,0.423,0.81,51,0.381,17,0
11/05/13,2013,21300055,Final,1610612740,NOP,1610612756,PHX,98,0.435,0.737,0.556,26,40,104,0.5,0.636,41,0.48,25,0
11/05/13,2013,21300056,Final,1610612742,DAL,1610612747,LAL,123,0.521,0.857,0.481,34,50,104,0.443,0.7,35,0.387,21,1
11/05/13,2013,21300057,Final,1610612743,DEN,1610612759,SAS,94,0.422,0.75,0.474,22,45,102,0.465,0.9,39,0.25,27,0
11/05/13,2013,21300058,Final,1610612757,POR,1610612745,HOU,101,0.414,0.655,0.323,22,30,116,0.547,0.824,47,0.273,17,0
11/05/13,2013,21300059,Final,1610612758,SAC,1610612737,ATL,100,0.438,0.952,0.323,22,39,105,0.481,0.731,36,0.364,26,0
11/04/13,2013,21300047,Final,1610612739,CLE,1610612750,MIN,93,0.459,0.909,0.313,22,49,92,0.362,0.792,43,0.179,21,1
11/04/13,2013,21300048,Final,1610612755,PHI,1610612744,GSW,90,0.352,0.622,0.2,19,52,110,0.446,0.65,54,0.395,28,0
11/04/13,2013,21300049,Final,1610612763,MEM,1610612738,BOS,95,0.486,0.818,0.333,23,36,88,0.471,0.833,32,0.35,14,1
11/04/13,2013,21300050,Final,1610612746,LAC,1610612745,HOU,137,0.521,0.857,0.395,33,38,118,0.5,0.674,46,0.28,21,1
11/03/13,2013,21300041,Final,1610612765,DET,1610612738,BOS,87,0.447,0.586,0.154,16,44,77,0.419,1,37,0.188,15,1
11/03/13,2013,21300042,Final,1610612748,MIA,1610612764,WAS,103,0.529,0.667,0.407,32,32,93,0.427,0.688,41,0.4,22,1
11/03/13,2013,21300043,Final,1610612753,ORL,1610612751,BKN,107,0.472,0.727,0.412,19,54,86,0.382,0.933,42,0.235,23,1
11/03/13,2013,21300044,Final,1610612760,OKC,1610612756,PHX,103,0.427,0.838,0.111,20,41,96,0.4,0.818,43,0.378,21,1
11/03/13,2013,21300045,Final,1610612752,NYK,1610612750,MIN,100,0.449,0.846,0.281,21,49,109,0.443,0.763,43,0.37,23,0
11/03/13,2013,21300046,Final,1610612747,LAL,1610612737,ATL,105,0.427,0.833,0.36,27,53,103,0.444,0.538,52,0.409,26,1
11/02/13,2013,21300033,Final,1610612754,IND,1610612739,CLE,89,0.416,0.75,0.357,24,51,74,0.349,0.867,37,0.2,11,1
11/02/13,2013,21300034,Final,1610612755,PHI,1610612741,CHI,107,0.488,0.667,0.5,24,39,104,0.452,0.895,51,0.214,28,1
11/02/13,2013,21300035,Final,1610612740,NOP,1610612766,CHA,105,0.493,0.857,0.538,30,43,84,0.375,0.583,41,0.143,13,1
11/02/13,2013,21300036,Final,1610612742,DAL,1610612763,MEM,111,0.4,0.87,0.368,18,45,99,0.425,0.846,51,0.188,20,1
11/02/13,2013,21300037,Final,1610612749,MIL,1610612761,TOR,90,0.44,0.556,0.353,25,38,97,0.397,0.737,60,0.304,19,0
11/02/13,2013,21300038,Final,1610612762,UTA,1610612745,HOU,93,0.42,0.778,0.182,12,39,104,0.507,0.771,40,0.409,16,0
11/02/13,2013,21300039,Final,1610612757,POR,1610612759,SAS,115,0.556,0.895,0.4,29,39,105,0.5,0.625,35,0.5,24,1
11/02/13,2013,21300040,Final,1610612744,GSW,1610612758,SAC,98,0.513,0.75,0.407,28,44,87,0.345,0.875,48,0.231,16,1
11/01/13,2013,21300020,Final,1610612766,CHA,1610612739,CLE,90,0.452,0.618,0.25,21,37,84,0.381,0.727,42,0.222,14,1
11/01/13,2013,21300021,Final,1610612753,ORL,1610612740,NOP,110,0.557,0.778,0.5,22,44,90,0.348,0.769,44,0.5,16,1
11/01/13,2013,21300022,Final,1610612764,WAS,1610612755,PHI,102,0.436,0.647,0.346,23,46,109,0.511,0.5,46,0.261,26,0
11/01/13,2013,21300023,Final,1610612737,ATL,1610612761,TOR,102,0.468,0.645,0.435,24,37,95,0.455,0.571,42,0.304,15,1
11/01/13,2013,21300024,Final,1610612738,BOS,1610612749,MIL,98,0.447,0.684,0.25,13,52,105,0.417,0.853,41,0.4,18,0
11/01/13,2013,21300025,Final,1610612745,HOU,1610612742,DAL,113,0.466,0.667,0.379,17,51,105,0.38,0.8,43,0.333,20,1
11/01/13,2013,21300026,Final,1610612763,MEM,1610612765,DET,111,0.519,0.833,0.333,25,38,108,0.472,0.708,41,0.333,21,1
11/01/13,2013,21300027,Final,1610612750,MIN,1610612760,OKC,100,0.429,0.788,0.4,21,44,81,0.349,0.842,42,0.226,16,1
11/01/13,2013,21300028,Final,1610612751,BKN,1610612748,MIA,101,0.485,0.692,0.5,21,40,100,0.478,0.806,30,0.5,24,1
11/01/13,2013,21300029,Final,1610612743,DEN,1610612757,POR,98,0.364,0.588,0.333,14,55,113,0.427,0.733,55,0.636,25,0
11/01/13,2013,21300030,Final,1610612756,PHX,1610612762,UTA,87,0.373,0.792,0.273,15,46,84,0.365,0.63,53,0.294,20,1
11/01/13,2013,21300031,Final,1610612758,SAC,1610612746,LAC,101,0.456,0.719,0.353,21,35,110,0.5,0.824,39,0.5,26,0
11/01/13,2013,21300032,Final,1610612747,LAL,1610612759,SAS,85,0.366,0.708,0.296,22,46,91,0.404,0.714,50,0.238,20,0
10/31/13,2013,21300018,Final,1610612741,CHI,1610612752,NYK,82,0.408,0.895,0.188,20,48,81,0.36,0.714,42,0.375,20,1
10/31/13,2013,21300019,Final,1610612746,LAC,1610612744,GSW,126,0.494,0.66,0.321,27,44,115,0.526,0.697,33,0.571,26,1
10/30/13,2013,21300004,Final,1610612739,CLE,1610612751,BKN,98,0.417,0.676,0.333,21,48,94,0.402,0.792,37,0.375,24,1
10/30/13,2013,21300005,Final,1610612755,PHI,1610612748,MIA,114,0.538,0.833,0.381,24,40,110,0.494,0.769,31,0.4,30,1
10/30/13,2013,21300006,Final,1610612761,TOR,1610612738,BOS,93,0.442,0.522,0.294,15,48,87,0.485,0.69,33,0.231,15,1
10/30/13,2013,21300007,Final,1610612765,DET,1610612764,WAS,113,0.5,0.788,0.375,24,44,102,0.436,0.75,38,0.4,23,1
10/30/13,2013,21300008,Final,1610612752,NYK,1610612749,MIL,90,0.507,0.882,0.231,17,34,83,0.459,0.833,31,0.313,19,1
10/30/13,2013,21300009,Final,1610612745,HOU,1610612766,CHA,96,0.474,0.625,0.36,17,54,83,0.367,0.65,37,0.4,14,1
10/30/13,2013,21300010,Final,1610612750,MIN,1610612753,ORL,120,0.42,0.824,0.32,27,49,115,0.47,0.611,54,0.37,21,1
10/30/13,2013,21300011,Final,1610612740,NOP,1610612754,IND,90,0.4,0.81,0.455,17,43,95,0.429,0.833,37,0.435,19,0
10/30/13,2013,21300012,Final,1610612742,DAL,1610612737,ATL,118,0.571,0.792,0.458,31,42,109,0.487,0.771,33,0.333,27,1
10/30/13,2013,21300013,Final,1610612759,SAS,1610612763,MEM,101,0.526,0.625,0.55,25,40,94,0.419,0.533,44,0.533,24,1
10/30/13,2013,21300014,Final,1610612762,UTA,1610612760,OKC,98,0.456,0.667,0.273,25,44,101,0.407,0.879,45,0.316,9,0
10/30/13,2013,21300015,Final,1610612756,PHX,1610612757,POR,104,0.518,0.778,0.211,18,47,91,0.407,0.708,39,0.308,19,1
10/30/13,2013,21300016,Final,1610612758,SAC,1610612743,DEN,90,0.407,0.696,0.381,13,41,88,0.43,0.882,41,0.333,19,1
10/30/13,2013,21300017,Final,1610612744,GSW,1610612747,LAL,125,0.535,0.783,0.556,34,48,94,0.393,0.762,39,0.444,19,1
04/17/13,2012,21201216,Final,1610612761,TOR,1610612738,BOS,114,0.5,0.786,0.571,26,46,90,0.44,0.692,38,0.412,19,1
04/17/13,2012,21201217,Final,1610612751,BKN,1610612765,DET,103,0.481,0.739,0.333,28,38,99,0.474,0.75,39,0.077,17,1
04/17/13,2012,21201218,Final,1610612752,NYK,1610612737,ATL,98,0.429,0.688,0.375,21,50,92,0.411,0.941,53,0.095,14,1
04/17/13,2012,21201219,Final,1610612766,CHA,1610612739,CLE,105,0.507,0.767,0.4,28,40,98,0.488,0.667,35,0.348,24,1
04/17/13,2012,21201220,Final,1610612748,MIA,1610612753,ORL,105,0.538,0.474,0.414,31,34,93,0.519,0.44,41,0.143,23,1
04/17/13,2012,21201221,Final,1610612754,IND,1610612755,PHI,95,0.45,0.63,0.231,17,42,105,0.506,0.786,42,0.421,16,0
04/17/13,2012,21201222,Final,1610612741,CHI,1610612764,WAS,95,0.474,0.737,0.389,26,45,92,0.424,0.765,37,0.438,17,1
04/17/13,2012,21201223,Final,1610612763,MEM,1610612762,UTA,86,0.405,0.7,0.308,22,57,70,0.321,0.654,47,0.273,15,1
04/17/13,2012,21201224,Final,1610612742,DAL,1610612740,NOP,99,0.512,0.818,0.375,24,37,87,0.369,0.75,58,0.364,11,1
04/17/13,2012,21201225,Final,1610612759,SAS,1610612750,MIN,95,0.418,1,0.389,20,40,108,0.462,0.75,45,0.414,26,0
04/17/13,2012,21201226,Final,1610612760,OKC,1610612749,MIL,89,0.416,0.857,0.143,16,44,95,0.424,0.722,53,0.37,18,0
04/17/13,2012,21201227,Final,1610612743,DEN,1610612756,PHX,118,0.527,0.8,0.25,28,54,98,0.385,0.647,47,0.28,29,1
04/17/13,2012,21201228,Final,1610612747,LAL,1610612745,HOU,99,0.367,0.676,0.313,27,57,95,0.417,0.708,46,0.242,21,1
04/17/13,2012,21201229,Final,1610612758,SAC,1610612746,LAC,108,0.449,0.76,0.346,23,44,112,0.5,0.667,44,0.5,25,0
04/17/13,2012,21201230,Final,1610612757,POR,1610612744,GSW,88,0.427,0.857,0.5,18,42,99,0.43,0.769,52,0.429,21,0
04/16/13,2012,21201213,Final,1610612737,ATL,1610612761,TOR,96,0.398,0.739,0.321,22,42,113,0.513,0.852,47,0.37,24,0
04/16/13,2012,21201215,Final,1610612746,LAC,1610612757,POR,93,0.468,0.8,0.259,30,51,77,0.411,0.667,33,0.333,18,1
04/15/13,2012,21201202,Final,1610612766,CHA,1610612752,NYK,106,0.581,0.929,0.389,35,37,95,0.43,1,25,0.378,27,1
04/15/13,2012,21201203,Final,1610612753,ORL,1610612741,CHI,84,0.419,0.606,0.2,16,39,102,0.56,0.692,35,0.529,33,0
04/15/13,2012,21201204,Final,1610612739,CLE,1610612748,MIA,95,0.453,0.632,0.385,20,38,96,0.5,0.63,45,0.464,25,0
04/15/13,2012,21201205,Final,1610612751,BKN,1610612764,WAS,106,0.467,0.481,0.467,12,45,101,0.532,0.75,44,0.364,24,1
04/15/13,2012,21201206,Final,1610612765,DET,1610612755,PHI,109,0.494,0.818,0.36,23,43,101,0.448,0.81,39,0.273,25,1
04/15/13,2012,21201207,Final,1610612749,MIL,1610612743,DEN,111,0.42,0.652,0.343,25,44,112,0.435,0.696,58,0.429,21,0
04/15/13,2012,21201208,Final,1610612742,DAL,1610612763,MEM,97,0.447,0.8,0.474,18,36,103,0.475,0.8,50,0.333,24,0
04/15/13,2012,21201209,Final,1610612760,OKC,1610612758,SAC,104,0.457,0.75,0.217,23,49,95,0.437,0.571,45,0.259,19,1
04/15/13,2012,21201210,Final,1610612750,MIN,1610612762,UTA,80,0.427,0.778,0.118,21,38,96,0.468,0.913,41,0.3,21,0
04/15/13,2012,21201211,Final,1610612756,PHX,1610612745,HOU,119,0.495,0.783,0.304,29,44,112,0.467,0.652,43,0.379,21,1
04/15/13,2012,21201212,Final,1610612744,GSW,1610612759,SAS,116,0.541,0.833,0.45,26,53,106,0.459,0.615,39,0.333,30,1
04/14/13,2012,21201194,Final,1610612748,MIA,1610612741,CHI,105,0.514,0.659,0.353,23,44,93,0.354,0.774,45,0.423,16,1
04/14/13,2012,21201195,Final,1610612761,TOR,1610612751,BKN,93,0.439,0.714,0.4,19,48,87,0.405,0.579,38,0.267,23,1
04/14/13,2012,21201196,Final,1610612752,NYK,1610612754,IND,90,0.427,0.818,0.355,15,32,80,0.431,0.615,45,0.286,20,1
04/14/13,2012,21201197,Final,1610612755,PHI,1610612739,CLE,91,0.442,0.636,0.381,27,39,77,0.365,0.667,49,0.313,22,1
04/14/13,2012,21201198,Final,1610612743,DEN,1610612757,POR,118,0.531,0.889,0.364,30,39,109,0.463,0.808,37,0.375,26,1
04/14/13,2012,21201199,Final,1610612740,NOP,1610612742,DAL,89,0.379,0.778,0.409,22,47,107,0.523,1,41,0.429,27,0
04/14/13,2012,21201200,Final,1610612745,HOU,1610612758,SAC,121,0.542,0.75,0.481,28,46,100,0.39,0.824,45,0.32,24,1
04/14/13,2012,21201201,Final,1610612747,LAL,1610612759,SAS,91,0.365,0.645,0.333,18,58,86,0.371,0.737,46,0.333,25,1
04/13/13,2012,21201190,Final,1610612766,CHA,1610612749,MIL,95,0.463,0.708,0.444,23,52,85,0.391,0.667,36,0.31,23,1
04/13/13,2012,21201191,Final,1610612753,ORL,1610612738,BOS,88,0.422,0.867,0.357,23,40,120,0.593,0.737,38,0.625,27,0
04/13/13,2012,21201192,Final,1610612763,MEM,1610612746,LAC,87,0.41,0.65,0.462,19,43,91,0.463,0.611,45,0.375,18,0
04/13/13,2012,21201193,Final,1610612750,MIN,1610612756,PHX,105,0.494,0.895,0.4,19,36,93,0.507,0.714,34,0.45,28,1
04/12/13,2012,21201176,Final,1610612761,TOR,1610612741,CHI,97,0.472,0.818,0.25,22,38,88,0.442,0.786,39,0.5,22,1
04/12/13,2012,21201177,Final,1610612764,WAS,1610612755,PHI,86,0.414,0.619,0.077,21,47,97,0.43,0.909,47,0.318,29,0
04/12/13,2012,21201178,Final,1610612754,IND,1610612751,BKN,109,0.5,0.808,0.421,25,35,117,0.512,0.808,39,0.48,24,0
04/12/13,2012,21201179,Final,1610612737,ATL,1610612749,MIL,109,0.506,0.68,0.3,26,46,104,0.413,0.688,48,0.515,27,1
04/12/13,2012,21201180,Final,1610612748,MIA,1610612738,BOS,109,0.549,0.679,0.522,28,37,101,0.482,1,34,0.261,15,1
04/12/13,2012,21201181,Final,1610612765,DET,1610612766,CHA,113,0.518,0.75,0.667,31,45,93,0.449,0.824,33,0.375,18,1
04/12/13,2012,21201182,Final,1610612739,CLE,1610612752,NYK,91,0.43,0.708,0.273,17,46,101,0.506,0.647,44,0.357,15,0
04/12/13,2012,21201183,Final,1610612740,NOP,1610612746,LAC,93,0.422,0.531,0.316,21,48,96,0.449,0.679,41,0.269,28,0
04/12/13,2012,21201184,Final,1610612745,HOU,1610612763,MEM,78,0.311,0.75,0.344,18,51,82,0.349,0.679,44,0.294,18,0
04/12/13,2012,21201185,Final,1610612742,DAL,1610612743,DEN,108,0.453,0.579,0.478,29,52,105,0.441,0.714,46,0.333,22,1
04/12/13,2012,21201186,Final,1610612759,SAS,1610612758,SAC,108,0.545,0.857,0.353,28,41,101,0.438,0.8,34,0.55,26,1
04/12/13,2012,21201187,Final,1610612762,UTA,1610612750,MIN,107,0.583,0.882,0.615,23,36,100,0.462,0.952,31,0.364,21,1
04/12/13,2012,21201188,Final,1610612757,POR,1610612760,OKC,90,0.409,0.667,0.3,20,36,106,0.519,0.81,40,0.409,16,0
04/12/13,2012,21201189,Final,1610612747,LAL,1610612744,GSW,118,0.515,0.76,0.48,22,36,116,0.474,0.813,44,0.423,25,1
04/11/13,2012,21201174,Final,1610612741,CHI,1610612752,NYK,118,0.448,0.811,0.37,23,53,111,0.404,0.773,52,0.333,18,1
04/11/13,2012,21201175,Final,1610612744,GSW,1610612760,OKC,97,0.44,0.615,0.438,16,39,116,0.506,0.87,46,0.444,30,0
04/10/13,2012,21201164,Final,1610612755,PHI,1610612737,ATL,101,0.42,0.909,0.333,21,41,124,0.538,0.947,44,0.364,34,0
04/10/13,2012,21201165,Final,1610612764,WAS,1610612748,MIA,98,0.45,0.714,0.478,19,34,103,0.44,0.87,47,0.415,19,0
04/10/13,2012,21201166,Final,1610612753,ORL,1610612749,MIL,113,0.468,0.375,0.533,27,62,103,0.386,0.654,56,0.286,26,1
04/10/13,2012,21201167,Final,1610612739,CLE,1610612765,DET,104,0.488,0.808,0.2,21,49,111,0.5,0.643,33,0.25,20,0
04/10/13,2012,21201168,Final,1610612738,BOS,1610612751,BKN,93,0.457,0.765,0.375,20,37,101,0.459,0.893,39,0.421,19,0
04/10/13,2012,21201169,Final,1610612742,DAL,1610612756,PHX,91,0.4,0.81,0.353,21,50,102,0.416,0.941,48,0.444,25,0
04/10/13,2012,21201170,Final,1610612758,SAC,1610612740,NOP,121,0.553,0.739,0.5,26,37,110,0.487,0.8,41,0.333,19,1
04/10/13,2012,21201171,Final,1610612757,POR,1610612747,LAL,106,0.447,0.9,0.462,24,31,113,0.589,0.875,39,0.316,19,0
04/10/13,2012,21201172,Final,1610612743,DEN,1610612759,SAS,96,0.453,0.571,0.4,26,53,86,0.402,0.706,43,0.19,24,1
04/10/13,2012,21201173,Final,1610612746,LAC,1610612750,MIN,111,0.571,0.75,0.524,34,48,95,0.389,0.864,38,0.261,23,1
04/09/13,2012,21201154,Final,1610612754,IND,1610612739,CLE,99,0.405,0.674,0.25,13,45,94,0.459,0.867,39,0.3,18,1
04/09/13,2012,21201155,Final,1610612751,BKN,1610612755,PHI,104,0.452,0.652,0.25,16,67,83,0.375,0.8,34,0.5,16,1
04/09/13,2012,21201156,Final,1610612752,NYK,1610612764,WAS,120,0.563,0.714,0.556,26,39,99,0.455,0.7,38,0.4,18,1
04/09/13,2012,21201157,Final,1610612748,MIA,1610612749,MIL,94,0.432,1,0.229,22,49,83,0.44,0.571,37,0.36,19,1
04/09/13,2012,21201158,Final,1610612741,CHI,1610612761,TOR,98,0.43,0.7,0.588,24,40,101,0.514,0.833,33,0.389,22,0
04/09/13,2012,21201159,Final,1610612763,MEM,1610612766,CHA,94,0.476,0.65,0.231,17,48,75,0.375,0.722,44,0.143,13,1
04/09/13,2012,21201160,Final,1610612745,HOU,1610612756,PHX,101,0.43,0.875,0.2,19,44,98,0.442,0.789,41,0.583,24,1
04/09/13,2012,21201161,Final,1610612762,UTA,1610612760,OKC,80,0.392,0.786,0.28,22,43,90,0.395,0.944,46,0.429,18,0
04/09/13,2012,21201162,Final,1610612747,LAL,1610612740,NOP,104,0.506,0.773,0.28,26,42,96,0.44,0.944,36,0.25,23,1
04/09/13,2012,21201163,Final,1610612744,GSW,1610612750,MIN,105,0.429,0.773,0.417,24,60,89,0.367,0.8,44,0.368,29,1
04/07/13,2012,21201145,Final,1610612760,OKC,1610612752,NYK,120,0.577,0.84,0.529,23,37,125,0.495,0.75,41,0.441,22,0
04/07/13,2012,21201146,Final,1610612746,LAC,1610612747,LAL,109,0.5,0.81,0.381,26,50,95,0.434,0.733,36,0.292,25,1
04/07/13,2012,21201147,Final,1610612738,BOS,1610612764,WAS,107,0.558,0.81,0.364,26,38,96,0.443,0.667,36,0.385,23,1
04/07/13,2012,21201148,Final,1610612739,CLE,1610612753,ORL,91,0.36,0.833,0.412,24,52,85,0.378,0.727,53,0.077,21,1
04/07/13,2012,21201149,Final,1610612758,SAC,1610612763,MEM,87,0.358,0.786,0.28,18,41,89,0.438,0.759,45,0.429,17,0
04/07/13,2012,21201150,Final,1610612765,DET,1610612741,CHI,99,0.534,0.706,0.5,25,40,85,0.452,0.64,33,0.2,20,1
04/07/13,2012,21201151,Final,1610612744,GSW,1610612762,UTA,90,0.473,0.722,0.412,21,41,97,0.455,0.857,42,0.44,29,0
04/07/13,2012,21201152,Final,1610612756,PHX,1610612740,NOP,92,0.425,0.895,0.333,20,38,95,0.4,0.931,48,0.267,19,0
04/07/13,2012,21201153,Final,1610612757,POR,1610612742,DAL,91,0.463,0.813,0.182,23,39,96,0.467,0.75,48,0.231,28,0
04/06/13,2012,21201138,Final,1610612764,WAS,1610612754,IND,104,0.494,0.71,0.333,19,41,85,0.407,0.8,47,0.15,17,1
04/06/13,2012,21201139,Final,1610612751,BKN,1610612766,CHA,105,0.488,0.733,0.238,17,40,96,0.45,0.739,43,0.333,18,1
04/06/13,2012,21201140,Final,1610612748,MIA,1610612755,PHI,106,0.482,0.857,0.56,25,48,87,0.402,0.75,41,0.3,12,1
04/06/13,2012,21201141,Final,1610612750,MIN,1610612765,DET,107,0.434,0.763,0.429,23,38,101,0.533,0.714,41,0.4,22,1
04/06/13,2012,21201142,Final,1610612749,MIL,1610612761,TOR,100,0.474,0.759,0.316,27,40,83,0.361,0.87,35,0.3,18,1
04/06/13,2012,21201143,Final,1610612759,SAS,1610612737,ATL,99,0.45,0.828,0.2,24,49,97,0.422,0.88,38,0.417,23,1
04/06/13,2012,21201144,Final,1610612743,DEN,1610612745,HOU,132,0.545,0.619,0.44,40,46,114,0.47,0.688,41,0.412,30,1
04/05/13,2012,21201127,Final,1610612738,BOS,1610612739,CLE,91,0.404,0.591,0.273,23,42,97,0.404,0.846,58,0.231,16,0
04/05/13,2012,21201128,Final,1610612752,NYK,1610612749,MIL,101,0.461,0.875,0.333,17,50,83,0.382,0.722,40,0.4,16,1
04/05/13,2012,21201129,Final,1610612737,ATL,1610612755,PHI,90,0.466,0.63,0.294,23,41,101,0.463,0.75,48,0.563,24,0
04/05/13,2012,21201126,Final,1610612766,CHA,1610612748,MIA,79,0.318,0.909,0.188,13,46,89,0.449,0.824,41,0.394,26,0
04/05/13,2012,21201130,Final,1610612754,IND,1610612760,OKC,75,0.375,0.792,0.095,13,31,97,0.474,0.826,53,0.333,18,0
04/05/13,2012,21201131,Final,1610612741,CHI,1610612753,ORL,87,0.402,0.929,0.4,19,37,86,0.425,0.824,45,0.4,18,1
04/05/13,2012,21201132,Final,1610612750,MIN,1610612761,TOR,93,0.448,0.75,0.2,23,40,95,0.471,0.688,40,0.267,18,0
04/05/13,2012,21201133,Final,1610612762,UTA,1610612740,NOP,95,0.506,0.545,0.423,28,35,83,0.416,0.85,40,0.167,13,1
04/05/13,2012,21201134,Final,1610612756,PHX,1610612744,GSW,107,0.611,0.824,0.357,19,36,111,0.512,0.875,30,0.563,26,0
04/05/13,2012,21201135,Final,1610612758,SAC,1610612742,DAL,108,0.448,0.774,0.231,20,45,117,0.511,1,43,0.3,30,0
04/05/13,2012,21201136,Final,1610612757,POR,1610612745,HOU,98,0.418,0.833,0.1,23,44,116,0.513,0.743,44,0.429,24,0
04/05/13,2012,21201137,Final,1610612747,LAL,1610612763,MEM,86,0.459,0.722,0.25,22,43,84,0.442,0.714,36,0.214,24,1
04/04/13,2012,21201123,Final,1610612751,BKN,1610612741,CHI,90,0.443,0.767,0.385,17,30,92,0.463,0.632,46,0.364,21,0
04/04/13,2012,21201124,Final,1610612743,DEN,1610612742,DAL,95,0.393,0.633,0.353,22,50,94,0.466,0.8,41,0.222,26,1
04/04/13,2012,21201125,Final,1610612760,OKC,1610612759,SAS,100,0.463,0.923,0.5,21,47,88,0.398,0.824,44,0.381,21,1
04/03/13,2012,21201111,Final,1610612761,TOR,1610612764,WAS,88,0.455,0.75,0.125,21,44,78,0.325,0.724,41,0.263,14,1
04/03/13,2012,21201112,Final,1610612766,CHA,1610612755,PHI,88,0.432,0.875,0.286,22,50,83,0.351,0.813,47,0.25,16,1
04/03/13,2012,21201113,Final,1610612737,ATL,1610612752,NYK,82,0.485,0.474,0.346,22,35,95,0.519,0.667,38,0.318,16,0
04/03/13,2012,21201114,Final,1610612739,CLE,1610612751,BKN,95,0.382,0.885,0.286,18,36,113,0.566,0.773,44,0.476,31,0
04/03/13,2012,21201115,Final,1610612738,BOS,1610612765,DET,98,0.507,0.864,0.35,20,34,93,0.366,0.7,52,0.167,20,1
04/03/13,2012,21201116,Final,1610612749,MIL,1610612750,MIN,98,0.438,0.667,0.348,19,45,107,0.524,0.688,42,0.615,33,0
04/03/13,2012,21201117,Final,1610612759,SAS,1610612753,ORL,98,0.444,0.615,0.345,26,53,84,0.389,0.889,47,0.353,24,1
04/03/13,2012,21201118,Final,1610612762,UTA,1610612743,DEN,96,0.464,0.667,0.3,25,33,113,0.562,0.75,42,0.389,22,0
04/03/13,2012,21201119,Final,1610612758,SAC,1610612745,HOU,102,0.391,0.824,0.286,19,40,112,0.488,0.857,47,0.333,32,0
04/03/13,2012,21201120,Final,1610612757,POR,1610612763,MEM,76,0.413,0.6,0.138,21,30,94,0.507,0.786,37,0.333,27,0
04/03/13,2012,21201121,Final,1610612746,LAC,1610612756,PHX,126,0.559,0.722,0.429,39,37,101,0.455,0.96,41,0.412,23,1
04/03/13,2012,21201122,Final,1610612744,GSW,1610612740,NOP,98,0.462,0.864,0.368,25,47,88,0.398,0.783,39,0.267,21,1
04/02/13,2012,21201108,Final,1610612764,WAS,1610612741,CHI,90,0.423,0.692,0.462,22,51,86,0.393,0.688,45,0.217,21,1
04/02/13,2012,21201109,Final,1610612748,MIA,1610612752,NYK,90,0.5,0.815,0.4,18,32,102,0.521,0.7,24,0.519,17,0
04/02/13,2012,21201110,Final,1610612747,LAL,1610612742,DAL,101,0.444,0.636,0.333,23,57,81,0.42,0.5,37,0.368,23,1
04/01/13,2012,21201100,Final,1610612761,TOR,1610612765,DET,98,0.506,0.8,0.381,24,29,108,0.558,0.714,29,0.467,24,0
04/01/13,2012,21201101,Final,1610612737,ATL,1610612739,CLE,102,0.457,0.731,0.3,26,37,94,0.506,0.6,44,0.25,29,1
04/01/13,2012,21201102,Final,1610612749,MIL,1610612766,CHA,131,0.51,0.882,0.519,32,45,102,0.507,0.786,32,0.316,18,1
